url,description,selected_route,selected_reason,risk_level,risk_tag,direct_ok,http_proxy_ok,socks5_ok,http_attempts,details
https://zakariavdzg425674.mpeblog.com,fofa-0214 https://zakariavdzg425674.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.06s)
https://phoenixlwsk464113.mpeblog.com,fofa-0215 https://phoenixlwsk464113.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.10s)
https://andrewgybe732670.mpeblog.com,fofa-0216 https://andrewgybe732670.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.08s)
https://loritcgy515701.mpeblog.com,fofa-0217 https://loritcgy515701.mpeblog.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.09s)
https://123.57.64.66,fofa-0218 https://123.57.64.66,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.20s)
https://buywin168.com,fofa-0219 https://buywin168.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.07s)
https://web.buywin168.com,fofa-0220 https://web.buywin168.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.08s)
https://wap.buywin168.com,fofa-0222 https://wap.buywin168.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.27s)
https://mobile.buywin168.com,fofa-0225 https://mobile.buywin168.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.03s)
https://lshuisd.com,fofa-0227 https://lshuisd.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.35s)
https://top1moss.com,fofa-0228 https://top1moss.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.69s)
https://cfdjapan.com,fofa-0230 https://cfdjapan.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.36s)
https://www.top1moss.com,fofa-0232 https://www.top1moss.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.55s)
https://www.cfdjapan.com,fofa-0233 https://www.cfdjapan.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.61s)
https://www.lshuisd.com,fofa-0234 https://www.lshuisd.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.69s)
https://www.lanskycarcare.com,fofa-0237 https://www.lanskycarcare.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.37s)
https://47.77.210.123,fofa-0238 https://47.77.210.123,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.93s)
https://jerryxin.com,fofa-0239 https://jerryxin.com,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.41s:http response failed: HTTPSConnectionPool(host='jerryxin.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='jerryxin.com', port=443) at 0x1e8f78b7e90>, 'Connection to jerryxin.com timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
https://www.chengdujs.com,fofa-0241 https://www.chengdujs.com,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.20s:http response failed: HTTPSConnectionPool(host='www.chengdujs.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.chengdujs.com', port=443) at 0x1e8f78b5290>, 'Connection to www.chengdujs.com timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
https://www.jerryxin.com,fofa-0242 https://www.jerryxin.com,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.25s:http response failed: HTTPSConnectionPool(host='www.jerryxin.com', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPSConnection(host='www.jerryxin.com', port=443) at 0x1e8f78b4850>, 'Connection to www.jerryxin.com timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
http://chengdujs.com,fofa-0243 https://chengdujs.com,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(6.04s:http response failed: HTTPConnectionPool(host='chengdujs.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<HTTPConnection(host='chengdujs.com', port=80) at 0x1e8f78b4a50>, 'Connection to chengdujs.com timed out. (connect timeout=3.0)'))) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
https://lulaoban0594.com,fofa-0247 https://lulaoban0594.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.36s)
https://www.lulaoban0594.com,fofa-0249 https://www.lulaoban0594.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.76s)
https://www.buywin168.com,fofa-0251 https://www.buywin168.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(2.34s)
https://www.nzvip.cc,fofa-0252 https://www.nzvip.cc,direct,预检结果不完整，保守回退直连,low,,False,,,,"direct-http=fail(8.98s:http response failed: HTTPSConnectionPool(host='www.nzvip.cc', port=443): Read timed out. (read timeout=3.0)) | httpx-fallback=fail:httpx executable is not ProjectDiscovery httpx"
http://8.137.8.202:8080,fofa-0253 http://8.137.8.202:8080,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.07s)
https://159.89.196.17,fofa-0254 https://159.89.196.17,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.49s)
https://34.158.216.16,fofa-0255 https://34.158.216.16,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.68s)
https://1.117.67.66,fofa-0256 https://1.117.67.66,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.21s)
https://hd.peixun360.com,fofa-0257 https://hd.peixun360.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.14s)
https://ycn.peixun360.com,fofa-0258 https://ycn.peixun360.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.21s)
https://sce.cdmc.edu.cn,fofa-0259 https://sce.cdmc.edu.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.40s)
https://wap.yanfajia.com,fofa-0260 https://wap.yanfajia.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.38s)
https://www.hxs123.cn,fofa-0261 https://www.hxs123.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.36s)
https://www.yanfajia.com,fofa-0262 https://www.yanfajia.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.34s)
https://www.confsub.com,fofa-0263 https://www.confsub.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.13s)
http://dxs.dx-job.com,fofa-0266 https://dxs.dx-job.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.99s)
http://www.dx-job.com,fofa-0267 https://www.dx-job.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.93s)
http://116.205.170.152:3000,fofa-0268 http://116.205.170.152:3000,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.89s)
https://ynyljy.jj.zggsc.com,fofa-0269 https://ynyljy.jj.zggsc.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(1.78s)
https://zt.peixun360.com,fofa-0270 https://zt.peixun360.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.13s)
http://8.136.117.238:3000,fofa-0271 http://8.136.117.238:3000,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.43s)
https://8.208.20.107,fofa-0272 https://8.208.20.107,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.79s)
https://103.193.151.76,fofa-0273 https://103.193.151.76,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.18s)
https://114.215.179.44,fofa-0274 https://114.215.179.44,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.19s)
https://47.106.126.150,fofa-0278 https://47.106.126.150,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.11s)
https://43.143.185.111,fofa-0279 https://43.143.185.111,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.29s)
http://118.25.19.126,fofa-0280 https://118.25.19.126,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.13s)
https://39.105.197.177,fofa-0282 https://39.105.197.177,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.24s)
https://101.132.73.142,fofa-0283 https://101.132.73.142,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.24s)
http://43.134.26.215,fofa-0284 https://43.134.26.215,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.54s)
https://8.141.115.205,fofa-0286 https://8.141.115.205,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.53s)
https://120.27.159.87,fofa-0287 https://120.27.159.87,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.14s)
https://www.papertime.vip,fofa-0288 https://www.papertime.vip,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.52s)
http://168.76.30.6,fofa-0290 https://168.76.30.6,direct,直连可用，未启用代理探测,low,,True,,,,"direct-http=fail(6.25s:http response failed: HTTPSConnectionPool(host='168.76.30.6', port=443): Read timed out. (read timeout=3.0)) | httpx-fallback=ok:http://168.76.30.6 | httpx-rewrite=https://168.76.30.6->http://168.76.30.6 | direct-http-after-httpx=ok(0.03s)"
https://www.hlc114.com,fofa-0291 https://www.hlc114.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.41s)
https://test-api.tesedit.com,fofa-0292 https://test-api.tesedit.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.26s)
https://www.tesedit.com,fofa-0294 https://www.tesedit.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.24s)
https://8.140.199.166,fofa-0295 https://8.140.199.166,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.42s)
https://47.94.230.182,fofa-0296 https://47.94.230.182,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.23s)
https://www.100chuan.cn,fofa-0297 https://www.100chuan.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.32s)
https://ac.3646.net,fofa-0300 https://ac.3646.net,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.12s)
https://addxcx.jikebon.com,fofa-0301 https://addxcx.jikebon.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.21s)
http://47.111.171.130:8880,fofa-0302 http://47.111.171.130:8880,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.07s)
https://101.200.130.106,fofa-0303 https://101.200.130.106,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.30s)
https://139.9.61.16,fofa-0304 https://139.9.61.16,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.11s)
https://www.classbro.com,fofa-0305 https://www.classbro.com,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.24s)
http://101.42.3.218:6060,fofa-0307 https://101.42.3.218:6060,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.09s)
https://124.221.19.118,fofa-0309 https://124.221.19.118,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.25s)
https://122.114.50.113,fofa-0310 https://122.114.50.113,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.28s)
https://175.178.132.59,fofa-0311 https://175.178.132.59,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.22s)
https://39.105.180.215,fofa-0313 https://39.105.180.215,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.20s)
https://figs.cn,fofa-0316 https://figs.cn,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.15s)
https://8.134.239.9,fofa-0317 https://8.134.239.9,direct,直连可用，未启用代理探测,low,,True,,,,direct-http=ok(0.77s)
