group_name,group_id,severity,status,confidence,vuln_id,vuln_name,url,parameter,techniques,direct_exploitable,exploit_mode,reason,evidence,request_file,sqlmap_url,sqlmap_command,baseline_request_file,baseline_sqlmap_url,baseline_sqlmap_command,effective_proxy,proxy_source
海外仓fofa4001,13dd7ff4-46e7-4bc1-b106-dc4376a286cf,critical,open,95,3887846093098058947,Lodash Other Vulnerability,https://47.239.213.82:8085/,,,no,review,likely component/CVE finding or needs manual validation,lodash v4.17.10-4.17.10,,,,,,,,
海外仓fofa4001,13dd7ff4-46e7-4bc1-b106-dc4376a286cf,critical,open,95,3888017313076610774,Lodash Other Vulnerability,https://47.176.81.11/,,,no,review,likely component/CVE finding or needs manual validation,lodash v4.17.10-4.17.10,,,,,,,,
海外仓fofa4001,13dd7ff4-46e7-4bc1-b106-dc4376a286cf,critical,open,95,3888080850952128063,Lodash Other Vulnerability,https://120.48.66.223/,,,no,review,likely component/CVE finding or needs manual validation,lodash v3.1.0-3.1.0,,,,,,,,
海外仓fofa4001,13dd7ff4-46e7-4bc1-b106-dc4376a286cf,critical,open,95,3888320338907366910,Lodash Other Vulnerability,https://www.lkjing.com/,,,no,review,likely component/CVE finding or needs manual validation,lodash v4.17.10-4.17.10,,,,,,,,
